"642.9424";"559.2142";"o"
"548.2049";"469.157";"o"
"755.778";"1084.8491";"o"
"372.6949";"83.7967";"ri"
"337.1197";"104.1928";"ri"
"338.3141";"55.58192";"ri"
"34.1993";"62.7687";"fw"
"189.6498";"240.6331";"fw"
"85.774";"47.6163";"fw"
"80.0668";"516.706";"up"
"70.21891";"282.0798";"up"
"296.7627";"399.0185";"up"
